"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2024-02-09T15:36:57.000Z","text","#NFT in 🇹🇷📢  APENFT ( $NFT) , Bitci TRY Market ve USDT Market'te listelendi! 🤝

👉 Çekme: 10 Şubat / 16.00

#Bitci @apenftorg #NFT","","","153","21","29"
"2024-02-09T15:36:31.000Z","text","#BTT in 🇹🇷📢  BitTorrent ( $BTT) , Bitci USDT Market'te listeleniyor! 🥳

👉 Listeleme: 8 Şubat / 16.00 

#Bitci @BitTorrent #BTT","","","285","40","47"
"2024-02-09T15:33:41.000Z","text","其实telegram支持波场U，可以开发个在telegram发波场U的红包功能。","","","42","2","8"
"2024-02-09T14:43:18.000Z","text","啥时候推特推出一个发推发红包功能 ☺️","","","309","15","210"
"2024-02-09T10:07:29.000Z","text","#TRX📢  TRON ( $TRX) , Bitci USDT Market'te listeleniyor! 🥳

👉 Listeleme: 8 Şubat / 16.00 

#Bitci @trondao #TRX","","","244","25","67"
"2024-02-09T09:53:22.000Z","text","Happy Chinese New Year! 新年快乐！","","","1.1K","120","234"
"2024-02-08T18:42:20.000Z","video","Any #TRONICS want their story to be featured? 😎 #TRON⭐ DMs are OPEN ⭐

If you use the #TRON Network for daily activities or you have a special connection to this chain, we want to hear from you! 👂 Shoot us a message and let us know your story. 📖

Below you'll find examples of others who have shared their stories with us. 🤗","","https://pbs.twimg.com/ext_tw_video_thumb/1753494104137232384/pu/img/FISWcDScusqWGnVh.jpg","244","48","158"
"2024-02-08T16:29:55.000Z","image","#BTT 👀#HTX Market Watch Top Gainers:

📈 $BTT +40%
📈 $WIF  +29%
📈 $SILLY +26%
📈 $MYRO  +19%
📈 $COQ +18%

Which one is your favorite?
Trade Crypto Only on http://HTX.com","","https://pbs.twimg.com/media/GFzlhrTW8AA0M0V?format=jpg&name=medium","290","55","87"
"2024-02-08T10:14:37.000Z","text","TRX 404","","","860","183","405"
"2024-02-08T09:40:59.000Z","image","👀What's driving growth on Tron? 🔎👇

@trondao is currently the 2nd most fee-generating crypto protocol, only after Ethereum. The network currently generates ~$4m in fees per day, up from ~$1m per day in ‘21.

The average transaction fee has also risen as a result of increased…","","https://pbs.twimg.com/media/GFquEyvWcAMhRYC?format=jpg&name=small,https://pbs.twimg.com/media/GFquEyrXoAABvXU?format=jpg&name=small,https://pbs.twimg.com/media/GFquEz6XcAE70Id?format=jpg&name=small,https://pbs.twimg.com/media/GFquE1UXoAIWamI?format=jpg&name=medium","171","21","55"
"2024-02-08T07:30:21.000Z","text","在接下来的一段时间内，您可能会注意到一些地址发生了较大的变动。这些变动并不反映我们对市场的看法，仅仅是因为内部地址的整理和更换。","","","34","6","20"
"2024-02-08T07:30:08.000Z","text","In the coming period, you may notice significant changes in some addresses. These changes do not reflect our views on the market, but are merely internal address reorganization and replacement.","","","269","50","80"
"2024-02-08T04:55:21.000Z","text","都是自有资金。","","","12","1","17"
"2024-02-08T03:25:27.000Z","text","We will definitely have the opportunity to achieve great things in the future 😄","","","46","2","8"
"2024-02-08T03:25:21.000Z","text","We will definitely have the opportunity to achieve great things in the future 😄We miss you. Imagine the great things you could have accomplished if you had stayed. ;)","","","222","27","62"
"2024-02-07T12:12:54.000Z","image","🔴🔵 #HTX on  !.@HTX_DAO, an open and transparent decentralized autonomous organization, is coming to #MEXCKickstarter 🚀 

🗳Vote with $MX to share massive airdrops
📈 $HTX/USDT Trading: 2024-02-08 13:00 (UTC)

Details: https://mexc.com/en-US/support/articles/17827791513310…","","https://pbs.twimg.com/media/GFuynRLacAABrPp?format=jpg&name=medium","131","18","57"
"2024-02-07T09:04:37.000Z","image","Problem solved 😂","","https://pbs.twimg.com/media/GFuMtaqWEAEfsw9?format=jpg&name=medium","417","85","92"
"2024-02-07T08:05:38.000Z","image","#HTX 🔴🔵","","https://pbs.twimg.com/media/GFuDMSEXMAAsd4m?format=jpg&name=medium","339","43","167"
"2024-02-07T07:58:42.000Z","text","#HTX is on  🔴🔵 ","","","102","11","41"
"2024-02-07T07:54:15.000Z","text","slowly but steadily🔵🔴","","","436","85","126"
"2024-02-07T07:46:53.000Z","image","🧐Almost back in the Top 10! #TRX #Tron","","https://pbs.twimg.com/media/GFt9b6EWQAAEr3A?format=jpg&name=medium","231","26","59"
"2024-02-06T15:08:56.000Z","image","#TRON secrets 🧐Ever wondered about @trondao’s tech secrets? See what we uncovered with our latest Research Report. 🧵 👇","","https://pbs.twimg.com/media/GFqYZapXkAApgHm?format=jpg&name=medium","163","31","45"
"2024-02-06T09:57:16.000Z","text","#トロン","","","195","29","96"
"2024-02-06T09:26:47.000Z","text","Reflecting on history is quite fascinating. Both  and I have had interactions with . Interestingly, I managed to secure a job at Ripple and worked there for quite a long time, while Vitalik ultimately did not participate in Ripple's internship due to visa…","","","402","48","95"
"2024-02-06T06:44:18.000Z","text","已经销毁了2000万HT，价值6000万美元。现在，仅剩下1.34亿HT。这次销毁只是销毁计划的一部分，将会有更多HT被销毁。属于团队的部分已经完全被销毁。HT已经变成了一个没有任何个人控制，完全去中心化，没有任何集中持有的meme币。","","","46","7","19"
"2024-02-06T06:43:44.000Z","text","20 million HT has been burnt, valued at $60 million. Now, only 134 million HT remains. This burn is just a part of the burn plan, with more HT to be burnt. The portion belonging to the team has been completely burnt. HT has become a meme coin with no control by any individual,…","","","250","34","82"
"2024-02-06T04:39:06.000Z","text","继续共识！🔴🔵今天是我共识 $HTX 的第四天。

今天身体不舒服，停更一天，依然共识，出货是不可能出货的，波段又不会做，只能靠写写日记，CX一下 $HTX 才能维持得了生活这样子。

进了HTX的群就像回家一样，里面的大佬个个长得帅说话又好听。

呕心沥血日记写多了， @justinsuntron 孙哥该给我报销医药费，算工伤。","","","115","8","58"
"2024-02-06T04:30:25.000Z","text","DMMによるTRXへの注目に感謝します。TRXは日本のコミュニティの発展に引き続き尽力します！2024年はTRXにとって日本での発展が大きな年となるでしょう！#TRX （ #トロン ）が昨年1月以降の高値を連日更新し、17.3円付近を推移しております！
今後の値動きについても要注目ですね！

当社では市場の状況についてレポートを更新しております👀
バックナンバーはこちらでご覧いただけます!!
👇
https://bitcoin.dmm.com/useful_information/market_report…","","","92","27","28"
"2024-02-06T04:11:47.000Z","image","Excited for the Apple Vision Pro! It’s set to transform our work and open up new opportunities for entrepreneurs.Dive in here 👇
","","https://pbs.twimg.com/media/GFoD-76aAAAUeVX?format=jpg&name=medium","269","34","70"
"2024-02-04T17:05:09.000Z","text","#TRX","","","502","76","229"
"2024-02-04T14:57:39.000Z","text","🔴🔵","","","390","50","319"
"2024-02-04T12:41:29.000Z","text","你怎么看最早入圈就是在火必玩的，
现在差不多都快忘了有这个交易所！
这两天各大KOL都在宣发 $HTX ，
刚查了一下，市值适中，筹码集中度还是挺高的，
以他的实力来说拉盘不难，
难的是拉起来怎么维护（生态建设），
目前价格围绕着2%的空间震荡了24个小时，
抛开对火必的成见，我觉得后市拉升的概率大，…","","","137","18","115"
"2024-02-04T10:05:30.000Z","text","We will destroy 20 million HT obtained through user redemption, valued at 60 million US dollars. After the destruction, only 134 million HT will remain. 我们将销毁用户通过兑换获得的2000万HT，价值6000万美元。销毁之后，HT的总量将仅剩下1.34亿。#HT","","","312","38","129"
"2024-02-04T06:29:58.000Z","image","#HTX Trading competition on 🔥 A Decentralized Autonomous Organization: $HTX Trading Competition is Live, Join to Share $10,000 Rewards!
 
⏳ 10:00 AM, Feb 04 - Feb 11 (UTC)
 
📌 Follow @gate_io & @HTX_DAO
📌 RT & Like
 
☑️ Join Now: https://gate.io/competition/center/competitionDetails?type=spot&spotCompetitionId=1371… 
 
#Gateio #HTX #Trade","","https://pbs.twimg.com/media/GFeJsybWoAAnWpM?format=jpg&name=medium","148","20","53"
"2024-02-03T09:08:29.000Z","image","Top performer on 🔥 http://Gate.io Top5 Daily Gainers - February 03
 
⭐️ Top Gainers ⭐️
1️⃣ #HTX +545.51%             
2️⃣ #PORK +534.27%
3️⃣ #PIVX +77.23%
4️⃣ #OXY +62.80%
5️⃣ #POLI +45.87%

🖥 Trade Here: https://gate.io/price 

#Gateio #Topgainers #CryptoGems","","https://pbs.twimg.com/media/GFZEfV5XcAANcK7?format=jpg&name=medium","185","28","107"
"2024-02-03T08:46:37.000Z","image",".  Beijing! 😊HTX @HTX_DAO 还有一天开盘了！
HT XDAO北京小分队聚上了！

听到了好多可以对外说的，也听到了很多不方便对外说的！这次聚会，参加可太值了哈哈

【记忆最深的一句话】😂
“孙割”30多岁了，也想被叫孙哥🥹

哈哈 $htx 坐等开盘噜～@HuobiGlobal","","https://pbs.twimg.com/media/GFOqWokWEAAE_mn?format=jpg&name=900x900,https://pbs.twimg.com/media/GFOqWolWoAM8Znq?format=jpg&name=small,https://pbs.twimg.com/media/GFOqWolWQAEavfD?format=jpg&name=900x900","141","24","38"
"2024-02-02T14:04:23.000Z","video","AI + Blockchain + Metaverse = ?

Just dropped my thoughts on how these tech giants are joining forces. 👇

","","https://pbs.twimg.com/amplify_video_thumb/1753419010178478080/img/VZW2BVh1Bwp6p4k0.jpg","447","106","511"
"2024-02-02T12:58:05.000Z","image",". farming pool is now on !🔥Exciting news! The HTX-TRX Liquidity Farming is coming soon on http://SUN.io🔜

Get ready to reap rewards at up to 30% APY. First come, first served!

#HTX #TRX #TRON","","https://pbs.twimg.com/media/GFO6MFMaoAAEUzv?format=jpg&name=medium","151","22","55"
"2024-02-01T16:56:20.000Z","text","See you tomorrow!  #HTX","","","348","52","180"
"2024-02-01T13:47:42.000Z","image","#HTX live on !#Gateio New Listing:  $HTX @HTX_DAO

⏰Trading Starts: 07:00 AM, Feb 2, 2024 (UTC)  

📈Trade Here: http://gate.io/trade/HTX_USDT 

#NewListing #GateioStartup #Launchpad","","https://pbs.twimg.com/media/GFPkhJkboAA6LbX?format=jpg&name=medium","203","24","89"
"2024-02-01T04:24:58.000Z","text",". dive into #NFT ecosystem on #TRON!A deep dive into APENFT, the leading NFT marketplace on Tron 💪🔎

https://coinmarketcap.com/academy/article/all-you-need-to-know-about-apenft…

APENFT is an NFT ecosystem that aims to straddle the NFT and fine art sectors by registering renowned art pieces as NFTs on the blockchain and supporting leading NFT artists.

If done…","","","230","56","94"
"2024-02-01T03:42:52.000Z","text","不是火币 🥹","","","42","1","20"
"2024-02-01T03:40:17.000Z","text",".   account was compromised, resulting in the theft of approximately 213 million XRP, valued at $112.5 million. HTX has taken swift action to freeze these transactions following the request. We're hopeful that Chris Larsen will be able to recover the funds…","","","13","1","4"
"2024-02-01T03:39:46.000Z","text",".   account was compromised, resulting in the theft of approximately 213 million XRP, valued at $112.5 million. HTX has taken swift action to freeze these transactions following the request. We're hopeful that Chris Larsen will be able to recover the funds…","","","3","","2"
"2024-01-31T05:03:53.000Z","image","#HTX startup free offering!http://Gate.io #Startup Free Offering: $HTX @HTX_DAO

🗓 Subscription: 03:00 am, Jan 31 - Feb 2, 2024 (UTC)
💰 Airdrop Value: $100,000

Claim NOW: https://gate.io/startup/1162
More: https://gate.io/article/34320
 
#GateioStartup #Gateio #Airdrop #Launchpad","","https://pbs.twimg.com/media/GFJDUGSbAAA5eV5?format=jpg&name=medium","129","16","63"
"2024-01-31T04:00:52.000Z","text",". is on  Startup! #HTX","","","143","27","71"
"2024-01-30T16:01:46.000Z","text","喜欢哈哈哈","","","7","","4"
"2024-01-30T16:01:35.000Z","text","来","","","3","","5"
"2024-01-30T15:56:28.000Z","text","给我拉群哈哈哈，单纯追星，我是粉丝","","","8","","6"
"2024-01-30T15:51:41.000Z","text","哈哈能有这种大制作吗？😜","","","9","","4"
"2024-01-30T15:48:57.000Z","text","今天参加了 Web3奇葩说 ，正巧碰到嘉宾正在辩论关于我的话题，这个节目有成为币圈贺珑夜夜秀（脱口秀大会）的潜质。

我一直认为币圈本身其实已经是个小世界了，以行业本身为素材，完全有能力成规模不断输出高质内容，火币Live将多转播类似的真人脱口秀节目。…","","","354","44","260"
"2024-01-30T15:29:33.000Z","text","Whoever issues Meow Meow Coin will immediately get it listed on .memecoin holders be like

我们一起学猫叫，一起喵喵喵喵喵","","","1.1K","320","621"
"2024-01-30T07:36:53.000Z","video",". in Chengdu!#HTXDAO 成都站
也算吃到孙哥请的饭了，她们说吃了孙哥的饭，来年不发财都难！
成都站长报道！自不自由就看这一波了～
按头冲家人们
@HuobiGlobal 
@HTX_DAO 
@HTX_liuyego 
@justinsuntron 
@zppeth @artisttheawu @CutieCassie0731 @TwinsCC_Crypto @Lilian11546 @dalin998 @BYDAO_Tina @web3guoer","","https://pbs.twimg.com/ext_tw_video_thumb/1752193992710635520/pu/img/YEKnejilBRnQWWiS.jpg","159","23","101"
"2024-01-30T06:15:25.000Z","text","Question: Which blockchain is blockchain Y? 🧐Recently I get this question a lot: why $USDt is so popular on blockchain Y?

Reply: while the rest of #crypto industry took 8 years to execute the plan to add a meaningful scalability layer on top of blockchain Z (ie. rollups, ...) and gave priority to DeFi, lambos, degens,…","","","212","43","104"
"2024-01-30T06:06:36.000Z","image","Q4'23 is the best quarter of revenue in USD for #TRON!State of @trondao Q4'23

• Q4 was TRON's best quarter for revenue in USD ($119.3M)
• DeFi TVL is up 78% YoY to $8.1B
• $USDT on TRON is over $46B, 50% of all USDT

More insights below 👇","","https://pbs.twimg.com/media/GFB-rLvXIAASiD7?format=jpg&name=medium","181","29","63"
"2024-01-29T13:42:45.000Z","image"," supports #HTX and #HT!📣 http://Gate.io Supports the conversion from $HT to $HTX and will commence $HTX trading.

👉 Details: https://gate.io/article/34290 

#Gateio #gateiosupport","","https://pbs.twimg.com/media/GFA3JY_XEAAQb8L?format=jpg&name=medium","179","39","62"
"2024-01-29T13:37:29.000Z","text","Decentralized future!In the Future All Crypto Exchanges Will Become Decentralized - Justin Sun, Founder of Tron and Advisor to HTX  https://news.bitcoin.com/in-the-future-all-crypto-exchanges-will-become-decentralized-justin-sun-founder-of-tron-and-advisor-to-htx/…","","","217","42","61"
"2024-01-29T13:17:49.000Z","text","1 B #USDT on #TRON💵 💵 💵 💵 💵 💵 💵 💵 💵 💵  1,000,000,000 #USDT (999,867,499 USD) minted at Tether Treasury

https://whale-alert.io/transaction/tron/3c1a777840f2afe3171bf62f0003ae07059057a4bb9852d5b4ce8c9f6897c99c…","","","406","72","67"
"2024-01-29T12:23:04.000Z","video",". in Wuhan!$HTX 这个行业需要一些先行者去build。有先行开拓的勇气，先行破难的决心，先行实干的智慧。
我希望@HTX_DAO 和@justinsuntron 之间， @HuobiGlobal和其生态之间是相互依赖和成就的。
我也希望看到新平台币时代的到来，也愿意用敢为人先的姿态去拥抱他。
加油！
附武汉站视频：","","","127","20","59"
"2024-01-29T11:31:09.000Z","text","New #TRX primepool! ","","","75","13","40"
"2024-01-29T11:29:56.000Z","text","Gateio now officially supports HTX DAO and has opened the exchange between #HTX tokens and #HT tokens! Gateio现已正式支持 HTX DAO，并开启了 HTX 代币与 HT 代币的兑换！","","","159","32","83"
"2024-01-29T07:47:19.000Z","text","The #HTX token is now listed on  and can be swapped on the Tron blockchain. ","","","295","59","132"
"2024-01-29T04:14:07.000Z","video","Blockchain is revolutionizing finance – that’s a fact.

Dive in and find out why 👇
","","https://pbs.twimg.com/amplify_video_thumb/1751820877283635200/img/7dC7uZATuFRUZh7h.jpg","322","66","126"
"2024-01-26T13:55:04.000Z","image","New #TRX launchpool!🔥🚀#HTX PrimePool #15 Launched!

Lock $TRX ,Share 1,000,000 $AMU!
Your Rewards Released Every Hour!

Earn>>https://htx.com/en-us/assetactivity/primepool?activityId=38…","","https://pbs.twimg.com/media/GEw4yp6bEAA-ekj?format=jpg&name=medium","305","56","101"
"2024-01-26T07:50:18.000Z","text","直接上太空，别说是出国了，已经算出球了吧🤣","","","19","1","9"
"2024-01-26T07:24:49.000Z","text","大火箭基本修好了已经，要重启上天计划了，一共五个人和我一起上天，TRX社区，HTX社区各占两个名额，还有三席，各位有什么人选推荐吗？😜","","","694","269","611"
"2024-01-25T07:56:34.000Z","image",". on 🇧🇷O MB passa a dar suporte ao blockchain TRON, e agora você pode negociar WINKLink (WIN) - @WinkLink_Oracle - com taxas menores e muito mais rapidez! Invista a partir de R$1 no projeto de oráculo descentralizado e diversifique seus investimentos

https://mercadobitcoin.com.br/utility-tokens/winklink?utm_source=twitter&utm_medium=social-media&utm_campaign=mb_lancamento-tron_awareness_conteudo&utm_content=post_win_social&utm_term=na…

#TronMB","","https://pbs.twimg.com/media/GEoPT2FXUAAlARO?format=jpg&name=medium","168","38","48"
"2024-01-25T07:55:43.000Z","image","#SUN on ! 🚀O MB dá suporte ao blockchain TRON, e você negocia Sun Token (SUN) - @defi_sunio -  com taxas menores e muito mais rapidez! Invista a partir de R$1 nos recursos e funcionalidades DeFi em um único lugar

https://mercadobitcoin.com.br/defi/suntoken?utm_source=twitter&utm_medium=social-media&utm_campaign=mb_lancamento-tron_awareness_conteudo&utm_content=post_sun_social&utm_term=na…

#tronMB","","https://pbs.twimg.com/media/GEoZtwfWEAAUvGV?format=jpg&name=medium","141","34","33"
"2024-01-25T04:34:12.000Z","text","😂砸盘okb的元凶找到了，是孙宇晨，他最近搞了htx，所以带崩平台币板块","","","239","31","111"
"2024-01-25T04:15:09.000Z","text","GM #HTX","","","252","37","180"
"2024-01-24T14:17:40.000Z","image",". has completed the token swap and listing #HTX.Dear users,

Poloniex has completed the conversion from HT token to HTX token (HTX DAO). 

HTX deposits will be open on Jan 24th, 09:30 (UTC), the opening time for withdrawal & trading services will be announced later.

https://support.poloniex.com/hc/en-us/articles/20818224980375…

@HTX_DAO @justinsuntron","","https://pbs.twimg.com/media/GEmcLUOagAAzrBs?format=jpg&name=medium","184","33","113"
"2024-01-24T14:17:14.000Z","image",". new listing!🚀 Poloniex New Listing: $HTX @HTX_DAO

✅ Deposit open on Jan 24th, 14:00 (UTC)

✅ Jan 24th (UTC), Full trading enable on 14:00

Details: https://support.poloniex.com/hc/en-us/articles/20818585068439…","","https://pbs.twimg.com/media/GEnE9BZbwAAoX4E?format=jpg&name=medium","140","28","55"
"2024-01-23T16:28:47.000Z","image","#TRX exchange in 🇲🇾 😝🇲🇾 #TRX Malaysia 🇲🇾
🌍@trondao @justinsuntron @TronixTrx 🌍  x.com/justinsuntron/…","","https://pbs.twimg.com/media/GEhCZtcasAAdeiB?format=jpg&name=large","665","111","598"
"2024-01-23T08:35:37.000Z","image","#TRX 🇰🇷[거래지원] 트론(TRX) 거래지원 안내

트론(TRX)이 고팍스 KRW마켓에 신규 거래지원됩니다. 자세한 거래지원 일정은 공지사항을 참조해 주세요.

거래지원 일시: 2024년 01월 24일(수) 15:00(KST)

🔗공지사항 전문 보러가기: https://gopax.co.kr/notice/1598","","https://pbs.twimg.com/media/GEgKoa9bMAAmDzq?format=png&name=small","185","30","80"
"2024-01-23T08:35:15.000Z","text","Gopax will list Tron at 15:00 (KST) on January 24th. ","","","138","28","70"
"2024-01-23T05:30:20.000Z","image","#TRON on 3xpl! 🇩🇲We're finally launching our TRON explorer! Explore the national blockchain of Dominica: https://3xpl.com/tron 🇩🇲

TRC-10, 20, 721, 1155 standards and Tron Name Service are fully supported on all our services: free dataset dumps, JSON and WebSocket APIs, charts, and online SQL.","","https://pbs.twimg.com/media/GEdJx_IW4AAaK7l?format=jpg&name=medium","163","24","60"
"2024-01-22T16:30:05.000Z","image","New primepool for #TRX! 🚀Get Ready!

$HTX Early Bird Extravaganza! 🚀

HTX PrimePool #14 starts at 12:00, Jan 23 (UTC), presenting a plenitude of 64 Billion $HTX! 🤑

Stay tuned!","","https://pbs.twimg.com/media/GEcnEAUaoAAe4Wd?format=jpg&name=medium","194","34","85"
"2024-01-22T12:11:49.000Z","text","meme龙头","","","24","5","33"
"2024-01-22T12:11:31.000Z","text","被动暴富了😎","","","6","","5"
"2024-01-22T12:03:44.000Z","text","We have already destroyed all the HT owned by the Huobi team, totaling 41 million HT, as part of the HTX DAO launch plan. 作为 启动计划的一部分，我们已经全部销毁了火币团队拥有的全部HT。","","","217","56","119"
"2024-01-22T10:16:24.000Z","text","HT转型meme了？","","","431","71","526"
"2024-01-22T06:46:30.000Z","text","Big congrats!","","","8","","2"
"2024-01-22T05:04:34.000Z","video","Diving into the unknown, every day’s an adventure. It’s tough but full of hope, bringing us closer to a brighter future. 😎

Dive in here 👉
","","https://pbs.twimg.com/amplify_video_thumb/1749296824635260929/img/iBBTm2fQ0DCpfP2p.jpg","439","76","230"
"2024-01-21T16:37:18.000Z","text","在币圈，永远不要害怕失败，因为你成功一次就够了💪在币圈，只要持续肯学习，肯折腾，肯迭代，就一定会大成。因为Web3是一个新事物层出不穷，创新玩法反复迭代的地方，永远保持7*24实时在线，一个月两次机会，一年二十四次机会，总能抓住一次吧。从这个角度来说，火币就没有任何悲观的理由。向前看，百倍币永远有下一个。","","","600","87","301"
"2024-01-21T16:23:26.000Z","text","在币圈，只要持续肯学习，肯折腾，肯迭代，就一定会大成。因为Web3是一个新事物层出不穷，创新玩法反复迭代的地方，永远保持7*24实时在线，一个月两次机会，一年二十四次机会，总能抓住一次吧。从这个角度来说，火币就没有任何悲观的理由。向前看，百倍币永远有下一个。","","","855","150","443"
"2024-01-21T16:15:39.000Z","text","破釜沉舟了HTX是孙哥的最后一次救赎，交易所想要做好，平台币必须要做好，孙哥看到了这一点，刚上来就誓言重塑HT，显然在这一点孙哥失败了，这次发行HTX，火币➕波场，掌控权完全在孙哥手里，这次在失败没有任何理由了","","","186","23","209"
"2024-01-20T05:42:50.000Z","image","HTX DAO in Shen Zhen 😎“X”即正义！🥷
HTX DAO 首发深圳站圆满成功，成立深圳分组织，本站长报到🫡@HTX_DAO  @justinsuntron","","https://pbs.twimg.com/media/GEQQkNAaoAEhVrX?format=jpg&name=medium","249","30","117"
"2024-01-20T05:41:25.000Z","text","🇧🇷Brazil’s largest crypto exchange is expanding the range of digital assets available to its users

[Sponsored]
https://blockworks.co/news/mercado-bitcoin-listing-trx…","","","138","18","39"
"2024-01-20T05:41:00.000Z","text","#TRX, Third highest network yearly revenue behind BTC & ETH! 🚀USDT on @trondao continues to build off its strong 2023 ⬆️ 11% in Q4.

⚪ Market cap ⬆️ 87% YoY to $9.4 billion
⚪ Total stake ⬆️ 4% YoY to 46.1 billion $TRX
⚪ Third highest network yearly revenue behind BTC & ETH

Dive into the Q4 State of Tron report 👇
https://bit.ly/425nvMM","","","263","38","48"
"2024-01-19T12:35:59.000Z","text","人民交易所屹立不倒💪","","","508","57","501"
"2024-01-19T12:31:48.000Z","text","火币HTX所有服务已经恢复。感谢您的关心与支持！所有资金都是安全的！All services of  have been restored. Thank you for your concern and support! All funds are SAFU!","","","154","19","105"
"2024-01-19T12:31:19.000Z","text","火币HTX所有服务已经恢复。感谢您的关心与支持！所有资金都是安全的！","","","37","9","13"
"2024-01-19T12:30:34.000Z","text","All services of  have been restored. Thank you for your concern and support! All funds are SAFU!","","","56","7","10"
"2024-01-19T12:23:31.000Z","text","火币HTX被DDOS攻击，我们预计会在数十分钟内恢复服务，用户资产都是安全的。服务紧急恢复中，请伙伴稍安勿躁！","","","163","21","112"
"2024-01-19T12:22:18.000Z","text"," and  have been attacked by DDoS. We expect to restore services within tens of minutes. All funds are SAFU.","","","214","32","85"
"2024-01-19T05:58:12.000Z","text","关注了，裸奔就不用了 😊","","","16","","16"
"2024-01-19T05:04:43.000Z","text","As an individual serving as a diplomatic ambassador in international institutions (UN, WTO), I am deeply aware of the importance of blockchain technology for global cooperation. At the same time, education of blockchain knowledge are particularly important. #TRON and  are…#Tron wholeheartedly supports the proposal of the United Nations, but we have different views on the professional facts and handling methods of blockchain technology. We welcome you to refer to this report. https://trondao.org/blog/2024/01/18/trons-statement-regarding-the-un-report-on-southeast-asia/…","","","223","42","80"
"2024-01-19T04:59:17.000Z","text","#Tron wholeheartedly supports the proposal of the United Nations, but we have different views on the professional facts and handling methods of blockchain technology. We welcome you to refer to this report.","","","204","43","72"
"2024-01-19T04:49:50.000Z","image","火币一姐冲出亚洲了？ 🥹解锁人生新体验——获得专属绶带！😍
感谢HTX，感谢火币一姐活动，感谢 @justinsuntron ，圆了一个儿时的梦😃😃
开盘梭哈！！！以示感谢！！！HTX 冲鸭！！！🫡🫡🫡
#火币HTX #HTXDAO #亚洲小姐","","https://pbs.twimg.com/media/GEIdAc6bAAA6UXg?format=jpg&name=small,https://pbs.twimg.com/media/GEIdAc6aAAAzHAc?format=jpg&name=small,https://pbs.twimg.com/media/GEIdAc4a8AAw-6r?format=jpg&name=small,https://pbs.twimg.com/media/GEIdAc4aYAApf1E?format=jpg&name=900x900","196","37","114"
"2024-01-19T04:48:29.000Z","image","Pleased to see Huawei and Tron form a partnership. Huawei Cloud will support the Tron blockchain, joining mainstream blockchains like Ethereum to build a new Web3 community!#HuaweiCloud #Web3 Node Engine Service NES is officially commercialised! It supports 8+ mainstream public chain networks, with 99.95% node online reliability, connects to MEV-Boost, reduces development cost by 30%+, and increases node income by 10%+.  @ethereum @trondao…","","https://pbs.twimg.com/media/GEK2klaasAAcYzG?format=jpg&name=small,https://pbs.twimg.com/media/GEK2klbbcAABXHj?format=jpg&name=small,https://pbs.twimg.com/media/GEK2kldbwAAf0U1?format=jpg&name=small,https://pbs.twimg.com/media/GEK2klaa4AAhzMx?format=jpg&name=small","275","78","68"
"2024-01-19T04:44:08.000Z","image",". is excited to partner with Chain Security for comprehensive auditing and enhanced security measures, ensuring maximum defense against digital threats.New audit report published for @HTX_DAO's HTX Token. 

Thanks for your trust and collaboration!

https://chainsecurity.com/security-audit/htx-dao-htx-token/…","","https://pbs.twimg.com/media/GEIHRHAXoAAMX-o?format=jpg&name=medium","125","16","43"
"2024-01-18T08:46:03.000Z","text","否极泰来！","","","24","","13"
"2024-01-18T08:45:50.000Z","text","人民交易所！","","","16","","20"
"2024-01-18T08:45:41.000Z","text","你是懂行的","","","2","","6"
"2024-01-18T08:45:28.000Z","text","打，这次力度一定空前！","","","67","1","66"
"2024-01-18T06:56:10.000Z","image","今晚不见不散 😆🔥#HTX DAO的成立意味着什么？什么是DAO？HTX DAO将为加密世界带来哪些新的叙事？

🔥今晚八点，重磅嘉宾、社区带你解读HTX DAO的财富密码！收听再抽1000个提前购认购码！

特邀嘉宾：@justinsuntron
🔗：https://twitter.com/i/spaces/1rmGPMBQBrEJN…
🎙️：@XandiHTX @99HTX_ @HTX_DAO
💁：@PANewsLab @Marsbit2022…","","https://pbs.twimg.com/media/GEGwXvkasAAGdQB?format=jpg&name=medium","253","32","203"
"2024-01-18T06:37:55.000Z","text","人民交易所，赋予火币第二次生命
——写在HTX DAO启动前夜

经历很多困难，HTX…","","","1K","290","1.3K"
"2024-01-13T08:37:44.000Z","text","Link:","","","112","39","28"
"2024-01-13T08:37:31.000Z","image","Congratulations on USDT on #TRON's circulation exceeding $50 billion for the first time. Everyone in the TRON community has made a huge contribution to this achievement. The goal of issuing $100 billion on TRON stablecoins will be achieved soon!  ","","https://pbs.twimg.com/media/GDtZpxsbkAA6vSe?format=jpg&name=medium","913","204","286"
"2024-01-12T13:09:11.000Z","text","1 B #USDT on #TRON💵 💵 💵 💵 💵 💵 💵 💵 💵 💵  1,000,000,000 #USDT (999,882,500 USD) minted at Tether Treasury

https://whale-alert.io/transaction/tron/fbadd6ca945a045e2415cb43f6cfc65086644b4aec01a071aeafbd40b1cf9487…","","","670","127","150"
"2024-01-12T09:00:29.000Z","video","Tried everything from VR to AR and smartwatches to glasses. The future is exciting, but mobiles and PCs still reign. 💻

Dive in here 👉
","","https://pbs.twimg.com/amplify_video_thumb/1745732376599334912/img/-8H-fx5u05z8CChn.jpg","324","60","134"
